num
3
4
7
2
2
2
2
2
2
6
3
2
2
2
2
2
2
2
2
2
2
2
7
2
5
2
2
4
2
3
4
16
2
2
3
2
2
2
3
2
2
5
2
2
2
2
2
3
2
2
2
3
8
2
2
6
2
2
7
3
3
3
3
2
2
2
2
2
2
8
2
2
2
3
5
2
3
6
2
2
2
2
2
3
3
2
2
4
4
2
7
4
6
3
3
7
2
6
2
2
2
3
2
2
2
2
2
2
2
2
2
2
3
3
2
2
2
2
3
2
2
2
2
2
2
2
2
3299
1513
2
1796
2
244
578
10
14
443
1182
83
9
56
924
2
2
2
507
1222
69
29
2
392
1109
39
2
2
85765
124
2
37
16
2
191
6
2
5
6332
25
57
48
2
2
6
2
2354
14
2
2
10
2
31
699
8
11
349
3595
3
2
2
4
2
2
3
2
2
2
2
2
7
54
4
10
2
9
5
65
5
2
3
3
5
5
3
5
2
2
2
6
2
12
2
6
34
2
2
3
4
2
