num
7135
129
19
4981
10
3
1606
1998
3098
248398
51
147
1343
1733
153
93
3
8
56
1362
508
318
95
159
6552
389
185
30
79
207
2
43
234
1396
467
463
597
2
2
320050
545
2
68
195
388
3
7002
925
840
11905
10
7
9
4875
3
94
348
29
13
110
1233
338557
34527
185
457
471
552
35
12
35
9
67
4
6986
238
64
2
4
4341
11
699
3
176
2
605
2
925
33
35378
2283
2
4
77
13
1344
14959
23
10
3
12
90
18
3
2940
4203
22881
119
17
10
9
772
21868
448
8
48
30
112
2
420
1102
2
2231
81
2
1438
483
32
3
830
14
55
255
713
100
67
2
161
346
241
1778
548
331
733
10636
3
63
17
427
36
417
997
122
79
123602
75
8
246
1419
51
3
9
6
105
17
68
34
111
112
59
10
2608
144
39
18
95
14
5627
15
2383
126610
2
135
7449
239
16
204
180
8124
144
19
1011
71
154
4
10311
26
413
26
228
109
2600
396
2440
126
5598
106
7
3
10
2104
149
2081
106
183
98
133
827
522
302
278
4323
122
16543
2
10
10
2
4
1141
138
15
139
386
48091
2
25
57
2
10
81
56
13
2254
2
1751
13
3
2
196
83
269
2
582
148
11298
724
141
6
496
21631
201
15
1981
296
3
2
9
2
15
1686
362
3
143
39
73
402
2798
4141724
36
207
3466
3072
2853
10
2
2076
629
14039
222
3
110389
70
2
48
124
86
6
2160
4
10767799
1944
84
4
366
5116
38
41
3
14
26
69
11
9
120
2
52
390
3482
27
351
864
1243
321
9
115
21
3468
145
74
23
9
229
32783761
24
2820
117
9
17
7
391
92
109
465
2
208
228
1121
2
888
86
9
95
3
10
58
2300
6
150
3
187
33
3984
59
57
44
245
2021
58
249
2726
31
44
10
460
34
3
306
439
7
135
243
713
91
3
3757
137
68
73
136
9
25
91
47
2
166
6
195
220
397
11125
40
363710
2
195
10
2
46
84
145
2498
582
757
211
7
65
490
217
10
26636
81
512
32479
43
101
17
2
8
3
47
65
812
1175
15
170
879
29
17
2
300
2
2303
33124
6361
512
33
1203
81
2
114
1871
470
5528
873
204
3103
110
2
345
2
56
4
68
11
429600
98
175
138
2
823
166
493
180
1561
32850
6
128
5
11192
6
3
3
197
4456
381
72
113
10
18
142
2
374
34
44
30
68
22
191
676
39
2106
11
2
3244
804
2800
22
89901
48522
3
4532
2
33
44
2
1653
432
5342
2
253
4
4
3088
54
2
38
7
493
104
387
526
133
5562
2623
10
236
2195
927
1054
645188
5
110
14
10
30
33557
9
177
783
25369
263
22
50
869
4473
38
2
696
535
21
1472
7166
1074
195
2625
24
51
3
3907
659
134
95
16
1564
792
278
5183
23
10
54
9
15
509
4188
192
13
35
291
1703
11791
484
10
321
1128
18
1348
62
20
254
107
297
2972781
846
18
14420
223
2
226
79
60
9
20222
88
36
3
12106
3359
7514
640
408
279
7
507
12
10
237
3
447
2697
315
323
221
492
131
3192
108
6
117
8
7
19
3392
16216
4663921
9962
102
10
123
11
938
938
541
2
10
16282
118
18
1103
1552
44
9
14
2
3
3
1629
174
91
3
71
2086
23943
2
13
220
4
281
2
431
26
213
566
2
89
10
1127
29249
65
413
3
4
830
120
36
3
29
10
42876186
238
88
1010
3
10
10
10
67
10
9
5
10
10
10
203
10
10
2
10
612
113
10
10
2
632
425
835814
2
52
10
10
181
2
10
10
2
10
1675
9
10
10
3
304
10
10
9
2
10
24857
2
1119
20
2
10
7822
10
10
2
9
689
4731
10
10
10
162
10
9
60
10
10
10
9
61
2
20
10
10
10
9
6
10
10
9
212
37
2
239
2086
2
6
206
10
10
10
2
6
4
10
10
9
10
10
1035
10
10
10
10
10
2
