num
3
7
2
4
2722
6
3628
59
19
12
24
6
2
2
2
28
3
28
6
24
27
2
28
22
8
1061
40
3
2
2
5
24
3
2
5
4
26
26
26
4
3
13
28
18
76
2
3
22
91
3
3
4
3
8
5
3
4
25
22
9573
5
17
3
11
2
3
24
5
2
5
11
3
2
4
4
5
2
2
20
3
20
5
4
22
6
6
25
2
30
6
2
14
2
26
5
5
11
2
2
11
23460
30
988
49093
25
2
22
5
26
32
5
2
195
28
4
22
4
4
3
2036
212
6516
23
28
3
24
27
3
5
2
4
4
3
2
22
18
162
31
6
2
2
3
27
30
2
4
4
5
81
24
20
615
5
3
3
18
5
3509
532
975
2
2
10
2
24
9
18
28
3
5
5
30
2
4
25
3
2520
6
6
5
24
6
2
2
2
4
3
14
3
22
22
2
2659
401
20
4
602
2
18
3
50
16
3
3
4
24
2
3
2
73
5
2
4
2
5
27
3
3
2
2
2
2881
91
5
2669
502
2
2
27
7
76
30
2
33
3
7
5
3
16
3189
3
22
682
2
30
24
5
5
3
4
2
5
2
5
2
3
2
5
2
9
2
28
4
24
4
9
24
648
3
2
22
3
18
2
3073
18
2
2
22
4
3
25
26
5
5
26
2
5
5
3
7355
2672
86
20
5
15
28
18
4
2
5
3
4
6786
5
3
4
31
5
30
16
3
19806
2
31
25
22
26
3
26
2
25
2
2
29
5
59
4
42
43
3
4
14
24
2
5
20
4
2
4
4
2
2
42
2
3
4
972
14219
30
12
24
61
5
4
21
2
4
26
26
3
2
18
24
30
4
3
73
5
5
2
5
3
3
2
4
4
5
6
28
24
4
109
3
221
5
27
5
2
3
28
2
405
3
30
2
4
26
16
4
2
3
9
2
26
28
5
4
2
2
11
2
2
27
20
22
3
2
2
24
2
3
3
20
25
3
2
58
21
3
6
24
3
26
3
5
2
3
2
5
2
10
25
6
3
4
5
25
6
23
26
2
26
5
5
5
2
18
3
5
4
27
22
5
3
3
2
4
30
31
5
2
4
30
5
5
5
25
2
22
6
24
4
2
3
2
3
28
5
2
2
3
4
3
29
2
5
2
22
4
4
6
4
3
5
24
13
4
522
3
27
30
20
24
5
4
486
2
28
5
20
2
2
2
2
4
4
2
2
4
26
5
5
18
3
3
30
28
3
25
5
20
28
2
4
32
32
2
3
24
68
2
4
4
3
2
85
26
5
36
2
4
6
3
6
5
5
3
72
30
27
3
31
24
4
4
3
4
2
4
2
18
6
20
3
30
4
15
4
2
5
24
5
4
22
12
6
3
2
24
4
28
2
28
3
4
5
5
5
2
2
96
3
2
26
25
3
2
11
18
32
28
4
5
2
2
24
16
5
5
28
175
3
12
5
2
2
2
3
5
26
3
3
2
2
5
24
2
2
5
24
2
3
2
5
4
3
28
10
23
31
5
24
32
3
2
2
2
2
18
5
4
4
3
30
6
5
7
2
2
30
5
24
25
2
2
11
576
4
4
13
2
5
2
24
30
2
2
2
2
24
2
120
5
18
2
7
2
2
21
828
2
13
2
2
3
4
20
26
28
2
36
24
22
5
2
7
3
4
2
12
2
22
5
4
6
28
4
2
27
2
3
2
23
5
3
5
2
29
5
3
26
3
26
2
5
4
2
2
2
4
5
18
2
2
5
2
24
7
2
2
3
2
4
2
5
5
28
510
2
16
5
10
11
2
2
267
2
6
4
3
2
2
3
5
2
24
2
56
2
2
2
39
26
28
29
5
31
2
28
2
2
2
22
32
2
2
2
30
3
24
5
11
4
97
5
690
4
32
33
3
4
30
7
3
18
3
3
3
3
2
3
20
26
3
5
12
6
2
4
11
30
29
3
30
5
30
24
6
2
3
5
7
2
3
5
24
3
5
4
30
4
26
5
2
2
2
170
92
2
6
2
28
15
2
23
3
2
6
2
2
2
2
9
30
20
5
18
3
2
3
2
22
26
2
29
8
28
2
13
2
9
30
24
2
28
2
5
2
20
5
4
4
3
5
4
4
5
2
3
2
5
22
24
26
4
26
2
2
7
3
2
32
5
5
5
2
2
2
9
4
2
4
2
2
26
5
5
5
4
2
5
5
2
3
3
2
3
28
2
3
4
8
2
2
4
2
8
5
2
26
5
2
5
4
5
5
21
5
30
25
30
5
26
106
5
5
31
28
2
7
26
2
2
24
2
26
127
4
2
5
2
720
2
2
5
2
5
4
26
2
18
3
